duration,protocol,src_bytes,dst_bytes,flag,land,wrong_fragment,urgent,count,srv_count,label
0.08,UDP,54,391,S0,0,0,0,26,45,BENIGN
0.92,ICMP,115,199,REJ,0,0,0,2,73,DoS
1.1,UDP,169,42,REJ,1,1,1,33,99,BENIGN
0.97,TCP,375,33,SF,0,0,0,34,7,BENIGN
0.62,ICMP,3,387,S0,0,0,0,90,37,DoS
0.48,UDP,113,81,S0,0,0,0,98,73,BENIGN
1.99,TCP,454,44,RSTO,0,0,0,38,91,PortScan
0.73,UDP,333,207,RSTO,0,0,1,78,28,BENIGN
0.65,UDP,394,487,RSTO,0,0,0,95,97,PortScan
0.03,TCP,501,98,RSTO,0,1,0,20,63,BENIGN
0.42,ICMP,458,97,REJ,0,0,0,10,61,BENIGN
0.48,ICMP,343,538,RSTO,0,0,0,84,50,BENIGN
0.51,UDP,173,47,S0,0,0,0,33,6,BENIGN
0.87,TCP,1233,287,SF,0,0,0,45,81,BruteForce
0.76,ICMP,252,930,SF,0,0,0,60,64,BENIGN
0.94,UDP,67,552,SF,0,1,0,66,87,BENIGN
1.45,TCP,103,19,REJ,0,0,0,61,89,BENIGN
1.68,UDP,354,115,SF,0,1,0,51,83,PortScan
1.27,TCP,776,46,REJ,0,0,0,12,29,BENIGN
3.11,ICMP,59,894,REJ,0,0,0,80,31,BruteForce
0.02,ICMP,25,1279,SF,1,1,0,9,6,BENIGN
0.22,UDP,639,80,REJ,0,0,0,11,63,DoS
0.01,ICMP,740,332,RSTO,0,0,0,21,34,BENIGN
1.04,ICMP,97,552,RSTO,0,1,0,76,24,BENIGN
2.28,TCP,142,79,RSTO,0,0,0,68,58,BENIGN
0.28,ICMP,323,62,REJ,0,1,0,26,74,BENIGN
2.62,TCP,120,3,RSTO,0,0,0,63,59,BENIGN
0.06,TCP,629,159,SF,0,0,0,19,75,BENIGN
2.72,UDP,34,689,SF,0,0,1,17,24,BENIGN
0.43,TCP,11,699,REJ,0,0,0,44,62,BENIGN
0.11,ICMP,70,41,REJ,0,0,0,61,2,BENIGN
0.67,TCP,101,68,RSTO,0,1,0,1,50,BruteForce
0.3,TCP,35,157,S0,0,0,0,72,93,BENIGN
0.34,UDP,20,455,SF,0,0,0,58,80,BENIGN
0.37,ICMP,422,283,S0,0,0,0,94,87,Botnet
1.62,ICMP,53,216,RSTO,0,1,0,41,35,PortScan
0.77,ICMP,735,268,REJ,0,0,0,24,43,BENIGN
0.37,TCP,137,30,RSTO,0,0,0,43,86,BENIGN
0.94,ICMP,333,194,S0,0,0,0,81,35,BENIGN
1.26,ICMP,76,1450,RSTO,0,0,0,94,6,Botnet
0.32,TCP,82,27,REJ,0,0,0,9,56,BENIGN
0.53,UDP,256,219,S0,0,0,0,66,87,BENIGN
0.13,UDP,246,105,RSTO,0,0,0,90,23,PortScan
0.2,TCP,439,232,REJ,0,0,1,32,30,BENIGN
1.14,UDP,425,255,RSTO,0,2,0,91,42,BENIGN
0.2,UDP,333,258,RSTO,0,0,0,41,20,DoS
0.74,UDP,178,573,REJ,0,0,0,11,11,BENIGN
1.23,ICMP,663,148,REJ,0,0,0,65,88,BENIGN
0.11,UDP,292,217,RSTO,0,1,0,18,57,BENIGN
0.84,ICMP,1387,3,SF,0,0,0,8,82,BruteForce
0.3,UDP,513,467,RSTO,1,0,0,27,27,PortScan
3.29,ICMP,13,90,REJ,0,0,0,82,53,BENIGN
0.66,TCP,115,508,SF,0,0,0,9,7,Botnet
1.64,TCP,254,92,REJ,0,1,0,2,48,BENIGN
0.8,UDP,383,3,RSTO,0,2,0,81,85,BENIGN
0.04,ICMP,239,50,S0,0,0,0,75,79,BENIGN
1.0,TCP,462,1273,REJ,0,0,0,46,72,BENIGN
3.02,TCP,99,115,REJ,1,1,0,70,92,BENIGN
0.92,TCP,60,34,S0,0,0,0,5,85,BENIGN
1.71,TCP,16,37,REJ,0,0,0,12,72,BENIGN
2.16,UDP,255,111,REJ,0,0,0,44,92,BENIGN
0.26,ICMP,350,11,REJ,0,0,0,42,98,BENIGN
0.24,TCP,118,214,S0,1,0,0,99,79,BENIGN
0.94,UDP,285,72,RSTO,0,0,0,88,37,BENIGN
0.53,TCP,16,219,REJ,0,0,0,30,91,BENIGN
1.83,TCP,31,45,SF,0,0,0,52,41,BENIGN
2.3,TCP,362,168,RSTO,0,1,0,81,26,BENIGN
0.44,TCP,137,273,RSTO,0,0,0,47,76,BENIGN
0.27,UDP,333,19,SF,0,1,0,36,63,PortScan
1.52,ICMP,534,152,SF,0,0,0,70,98,DoS
0.32,UDP,574,108,SF,0,0,0,32,95,BENIGN
1.73,UDP,56,82,S0,0,0,0,98,3,BENIGN
0.55,UDP,199,278,REJ,0,1,0,44,90,BENIGN
1.1,TCP,397,266,RSTO,0,0,0,16,57,BENIGN
0.1,ICMP,446,298,SF,0,1,0,71,54,BENIGN
0.98,TCP,460,51,REJ,0,0,0,96,70,BENIGN
0.6,UDP,77,100,REJ,0,1,0,17,58,BENIGN
0.88,TCP,64,70,S0,0,0,0,32,20,BruteForce
0.18,ICMP,267,233,RSTO,0,1,0,14,51,BENIGN
1.34,ICMP,405,185,REJ,0,0,0,26,40,BENIGN
1.99,TCP,115,120,SF,0,0,1,73,17,Infiltration
0.24,UDP,33,462,SF,0,0,0,13,41,BENIGN
0.1,TCP,378,29,S0,0,0,0,89,65,BENIGN
0.02,UDP,106,1105,SF,0,0,0,12,13,BENIGN
1.03,ICMP,54,37,SF,0,0,0,45,82,BENIGN
0.93,TCP,47,444,S0,0,0,0,16,64,DoS
0.79,ICMP,113,137,S0,0,0,0,94,85,BENIGN
0.26,UDP,269,601,SF,0,0,0,52,52,BENIGN
0.5,UDP,133,23,RSTO,0,0,0,21,12,BENIGN
0.9,TCP,6,140,RSTO,0,0,0,24,64,BENIGN
0.69,TCP,30,122,S0,0,1,0,43,44,BENIGN
4.41,TCP,102,1495,RSTO,0,0,0,5,12,BENIGN
0.15,ICMP,323,1271,RSTO,0,0,0,33,26,BENIGN
1.19,UDP,31,63,RSTO,0,0,0,31,42,BENIGN
0.52,UDP,246,298,S0,0,0,0,9,28,BENIGN
0.56,ICMP,38,230,RSTO,0,0,0,35,44,BENIGN
1.26,TCP,71,50,SF,0,0,0,8,89,BENIGN
1.18,TCP,56,55,SF,1,0,0,75,85,BruteForce
4.74,ICMP,20,1359,S0,1,1,0,17,48,BruteForce
0.14,UDP,333,180,RSTO,0,0,0,80,50,BENIGN
0.11,UDP,186,40,REJ,1,0,0,20,11,BENIGN
1.29,UDP,533,72,REJ,0,0,1,91,73,BENIGN
0.86,UDP,31,93,SF,0,0,0,78,99,BENIGN
0.32,ICMP,46,214,SF,0,0,0,22,36,BENIGN
0.08,UDP,109,122,REJ,0,0,0,54,29,BENIGN
0.09,ICMP,435,182,S0,0,0,0,71,40,BENIGN
2.25,TCP,109,54,RSTO,0,0,0,75,17,BENIGN
0.21,ICMP,157,118,REJ,0,1,0,81,37,BENIGN
0.39,UDP,107,21,RSTO,0,0,1,77,49,BENIGN
0.26,TCP,25,661,REJ,1,0,0,81,72,Botnet
0.44,ICMP,841,66,SF,0,0,0,75,53,BruteForce
0.07,ICMP,238,424,RSTO,0,0,0,68,69,PortScan
0.73,ICMP,465,129,S0,0,0,0,80,23,BENIGN
0.07,TCP,322,192,RSTO,0,0,0,31,54,Infiltration
1.61,ICMP,216,103,RSTO,0,0,0,85,10,BENIGN
0.27,UDP,28,357,REJ,0,0,1,97,47,BENIGN
0.78,TCP,308,558,S0,0,1,0,13,79,BENIGN
2.12,TCP,50,101,SF,0,0,0,29,80,Infiltration
1.05,ICMP,160,83,RSTO,0,0,0,79,27,BENIGN
0.76,UDP,297,343,RSTO,0,0,0,10,32,BENIGN
0.39,TCP,457,65,REJ,0,1,1,33,56,BENIGN
0.4,ICMP,346,306,SF,1,0,0,15,51,BENIGN
1.11,UDP,333,29,REJ,0,0,0,77,46,BENIGN
5.14,ICMP,48,290,S0,0,1,0,35,35,BENIGN
1.08,ICMP,127,216,SF,0,0,1,54,88,BENIGN
0.82,TCP,13,36,S0,0,1,0,21,31,BENIGN
1.31,TCP,381,314,REJ,0,0,0,30,35,BENIGN
0.63,ICMP,914,177,SF,0,0,0,46,80,BENIGN
0.06,TCP,92,73,S0,0,0,0,42,62,PortScan
0.83,TCP,27,130,S0,0,1,0,71,36,BENIGN
3.16,UDP,193,203,REJ,0,0,0,49,76,BENIGN
0.19,UDP,582,28,SF,0,0,0,24,60,BENIGN
1.17,ICMP,240,948,S0,0,0,0,80,80,DoS
0.22,ICMP,14,328,RSTO,0,0,0,69,49,BENIGN
0.77,ICMP,1098,32,SF,0,0,0,6,69,BENIGN
0.1,ICMP,529,519,SF,0,0,0,2,69,PortScan
0.6,UDP,42,116,RSTO,0,0,0,3,20,BENIGN
1.41,TCP,764,272,SF,0,0,0,53,48,BENIGN
0.43,UDP,179,97,SF,0,0,0,10,38,BENIGN
1.09,ICMP,139,396,RSTO,0,0,0,24,55,DoS
1.59,ICMP,185,385,REJ,0,0,0,33,96,BENIGN
2.62,UDP,539,240,S0,0,0,0,84,11,PortScan
0.27,UDP,323,82,RSTO,0,0,0,22,75,BENIGN
0.51,ICMP,18,87,SF,0,0,0,61,49,BENIGN
0.17,TCP,948,144,S0,0,0,0,96,92,BENIGN
4.89,ICMP,47,47,S0,0,0,1,94,12,BENIGN
2.62,UDP,410,123,S0,0,1,0,67,46,BENIGN
0.78,ICMP,303,345,REJ,0,0,0,4,31,DoS
1.85,ICMP,62,533,SF,0,0,3,51,40,BENIGN
0.74,TCP,56,121,SF,0,0,0,4,94,BENIGN
0.98,ICMP,612,79,S0,0,0,0,39,84,BENIGN
0.09,ICMP,163,536,S0,1,0,0,31,27,BENIGN
1.41,ICMP,318,664,REJ,0,0,0,57,25,BENIGN
0.14,UDP,210,158,REJ,0,0,0,73,50,BENIGN
1.75,UDP,389,8,S0,0,0,1,30,98,BENIGN
1.52,TCP,195,356,SF,0,0,0,93,35,BENIGN
1.23,ICMP,101,459,RSTO,0,0,0,89,43,BENIGN
0.04,UDP,135,5,REJ,0,0,0,39,52,Botnet
0.36,TCP,587,271,SF,0,0,0,99,5,BENIGN
0.31,ICMP,189,266,REJ,0,0,0,25,39,BENIGN
0.45,TCP,72,142,SF,0,0,0,58,63,BENIGN
0.09,TCP,818,415,S0,0,0,0,36,72,BENIGN
2.76,TCP,477,167,REJ,0,1,0,11,19,DoS
0.81,TCP,17,338,RSTO,0,0,0,90,18,BENIGN
0.36,TCP,2055,218,S0,0,0,0,46,80,BruteForce
0.51,TCP,356,85,REJ,0,0,0,89,83,BENIGN
0.59,TCP,52,279,S0,0,0,0,21,79,BENIGN
0.92,ICMP,81,400,RSTO,0,0,0,2,93,Botnet
0.73,ICMP,353,1093,REJ,0,0,0,74,79,PortScan
2.52,TCP,453,143,REJ,0,1,0,39,29,BENIGN
0.69,ICMP,81,19,REJ,0,0,0,99,17,BENIGN
4.85,TCP,89,1326,SF,0,1,0,33,15,DoS
1.91,ICMP,110,293,SF,0,0,0,31,40,BENIGN
0.23,UDP,273,878,REJ,0,1,0,4,75,BENIGN
2.67,TCP,56,32,S0,0,1,0,67,3,BENIGN
0.12,UDP,33,125,S0,0,1,0,69,77,BENIGN
1.7,TCP,340,43,REJ,0,1,0,81,38,Infiltration
0.48,TCP,453,541,RSTO,1,0,0,13,9,DoS
2.1,UDP,208,636,RSTO,0,0,0,65,84,DoS
2.03,UDP,135,208,RSTO,0,0,0,45,48,BENIGN
1.64,UDP,169,61,SF,0,0,0,39,90,BENIGN
1.56,TCP,147,40,SF,0,0,0,87,57,BruteForce
0.36,UDP,965,266,SF,0,0,1,89,76,BENIGN
0.08,UDP,438,211,SF,0,0,0,53,49,BENIGN
0.52,ICMP,69,356,S0,0,1,0,31,95,BENIGN
0.19,ICMP,145,109,REJ,0,0,0,13,2,DoS
1.19,UDP,235,154,REJ,0,0,2,1,33,BENIGN
0.42,UDP,284,6,REJ,0,0,0,98,16,BENIGN
3.71,UDP,189,282,S0,0,0,0,29,5,BENIGN
1.02,UDP,498,165,RSTO,0,0,0,61,53,DoS
1.73,ICMP,437,756,RSTO,0,0,0,95,81,BENIGN
0.14,TCP,211,307,SF,0,0,0,72,63,BENIGN
1.98,UDP,578,152,SF,0,0,0,2,56,BENIGN
2.56,UDP,417,91,S0,0,0,0,12,32,BENIGN
0.67,ICMP,452,707,S0,0,0,1,56,15,BENIGN
0.93,UDP,939,4,RSTO,0,0,0,97,61,BENIGN
1.45,UDP,92,118,REJ,0,0,0,94,12,BENIGN
0.19,ICMP,93,862,REJ,0,1,1,41,17,BENIGN
0.7,UDP,659,318,S0,0,0,0,27,10,BENIGN
0.51,UDP,443,228,S0,0,0,0,89,90,BENIGN
0.16,ICMP,783,68,S0,0,0,0,38,44,BENIGN
0.46,TCP,19,537,SF,0,0,0,97,92,Botnet
0.07,UDP,296,68,REJ,0,0,0,52,28,BENIGN
0.03,UDP,46,85,S0,0,0,0,80,87,BENIGN
0.15,TCP,210,63,S0,0,0,0,32,20,BENIGN
3.3,ICMP,50,51,SF,0,0,0,88,81,BENIGN
0.8,TCP,41,919,S0,0,0,0,2,52,Infiltration
3.38,UDP,3,276,REJ,0,0,0,66,8,BENIGN
0.57,TCP,298,304,SF,0,0,1,20,79,BENIGN
0.37,ICMP,133,925,S0,0,0,0,57,87,BENIGN
0.71,UDP,33,78,REJ,0,0,0,62,78,PortScan
0.58,ICMP,116,1,REJ,0,0,0,91,27,BruteForce
0.11,ICMP,55,274,SF,0,0,0,86,77,BENIGN
1.02,TCP,852,212,REJ,0,0,0,48,39,BENIGN
0.24,TCP,115,194,SF,0,0,0,83,89,BENIGN
0.97,ICMP,121,19,REJ,0,0,0,7,90,BENIGN
1.05,ICMP,549,181,S0,0,0,0,67,63,BENIGN
0.16,UDP,313,101,SF,0,0,0,50,75,BENIGN
0.06,ICMP,371,96,REJ,0,1,0,34,38,BENIGN
1.52,ICMP,303,75,SF,0,0,0,87,73,BENIGN
0.62,TCP,876,121,REJ,0,0,0,69,97,BruteForce
0.06,ICMP,69,130,SF,0,1,0,67,51,BENIGN
5.27,ICMP,1354,110,S0,0,0,0,88,80,BENIGN
0.06,TCP,533,1155,SF,0,0,1,91,84,BENIGN
1.19,UDP,266,809,SF,0,1,0,34,7,BENIGN
4.12,TCP,325,256,S0,0,0,0,43,33,BENIGN
0.27,TCP,313,1189,REJ,0,1,0,21,77,BENIGN
0.15,ICMP,18,1419,RSTO,0,0,0,12,47,BENIGN
0.13,ICMP,73,131,S0,0,0,0,32,35,BENIGN
0.36,UDP,976,176,SF,0,0,0,47,68,BENIGN
0.11,ICMP,229,958,S0,0,1,0,86,63,BENIGN
1.18,UDP,142,281,S0,0,0,0,98,95,PortScan
0.06,UDP,430,71,SF,0,0,0,87,94,DoS
0.71,UDP,223,350,SF,0,0,0,55,3,BENIGN
5.71,UDP,3,69,RSTO,0,0,0,65,41,BENIGN
1.68,ICMP,399,124,S0,0,0,0,68,91,BENIGN
0.96,TCP,395,77,SF,0,1,0,17,32,PortScan
0.37,TCP,54,84,REJ,0,0,0,26,47,BENIGN
0.98,ICMP,941,1,REJ,0,1,0,95,38,Botnet
0.75,ICMP,76,637,REJ,0,0,0,33,6,Infiltration
0.56,UDP,183,105,REJ,0,0,0,64,62,BENIGN
0.14,ICMP,36,27,S0,0,0,0,92,8,BENIGN
2.18,TCP,277,27,S0,0,0,0,10,54,BENIGN
0.6,ICMP,141,243,RSTO,0,0,0,46,88,BENIGN
0.22,ICMP,130,1485,S0,0,2,0,73,79,DoS
0.46,UDP,526,47,SF,0,0,0,90,25,DoS
0.53,UDP,2,31,RSTO,0,0,0,51,27,BENIGN
1.76,UDP,479,173,S0,0,0,0,34,13,BENIGN
1.32,UDP,254,248,S0,0,0,0,14,84,BENIGN
1.47,TCP,1282,104,SF,0,0,0,41,5,BENIGN
0.01,ICMP,267,108,SF,0,0,0,90,71,BENIGN
0.54,ICMP,17,165,SF,0,0,0,95,58,BENIGN
0.66,UDP,15,113,REJ,0,0,1,38,69,BENIGN
0.02,TCP,644,740,S0,0,0,0,48,28,BENIGN
0.3,TCP,552,12,S0,0,0,0,43,37,BENIGN
1.43,ICMP,127,80,S0,0,0,0,28,93,DoS
0.15,UDP,288,495,RSTO,0,0,0,41,37,BENIGN
0.77,ICMP,201,538,RSTO,0,0,0,56,7,BENIGN
0.24,ICMP,1024,35,RSTO,1,0,0,81,46,BENIGN
0.01,TCP,898,1092,RSTO,0,0,0,76,90,BENIGN
0.28,TCP,1237,354,RSTO,0,0,0,91,58,BENIGN
3.72,ICMP,603,95,SF,0,0,0,65,83,BENIGN
1.62,UDP,720,182,RSTO,0,0,0,60,74,BruteForce
3.21,UDP,73,105,S0,0,0,0,97,56,BENIGN
0.67,ICMP,533,48,REJ,0,0,0,13,84,BENIGN
0.12,ICMP,370,103,S0,0,0,0,69,95,BENIGN
0.79,UDP,987,260,S0,0,0,0,52,6,BENIGN
0.61,UDP,254,524,SF,0,1,0,43,79,BENIGN
1.86,UDP,26,135,REJ,0,1,0,92,88,BENIGN
0.1,ICMP,272,128,S0,0,0,0,88,30,BENIGN
0.67,TCP,348,189,SF,0,0,0,84,9,BENIGN
0.16,UDP,74,310,REJ,0,0,0,40,65,Infiltration
0.39,UDP,150,417,REJ,0,0,0,42,50,DoS
1.34,UDP,273,118,SF,0,0,0,37,15,BENIGN
0.65,ICMP,140,264,RSTO,0,0,0,84,58,BENIGN
0.47,TCP,140,147,SF,0,0,0,23,6,Botnet
0.5,TCP,42,378,SF,0,0,0,67,79,BENIGN
0.62,UDP,847,53,RSTO,0,0,0,69,71,BENIGN
1.54,ICMP,416,89,SF,0,0,0,79,46,BENIGN
2.23,TCP,0,166,SF,0,0,0,69,91,DoS
3.11,ICMP,435,660,SF,0,0,0,98,10,BENIGN
1.55,TCP,403,255,S0,0,1,0,58,96,BENIGN
0.38,UDP,2,1009,SF,0,0,0,46,85,BENIGN
1.17,ICMP,138,32,SF,0,0,0,87,44,BENIGN
0.58,UDP,279,184,REJ,0,0,1,47,37,BENIGN
0.29,TCP,180,162,REJ,0,0,0,17,54,BENIGN
1.84,TCP,451,275,REJ,0,1,0,9,78,BENIGN
0.04,UDP,166,501,SF,0,2,0,68,39,BENIGN
2.32,TCP,50,552,RSTO,0,0,0,94,60,BENIGN
0.62,UDP,1124,332,SF,0,0,0,78,41,BENIGN
1.01,UDP,83,307,S0,0,0,0,30,48,BENIGN
1.08,UDP,379,892,S0,0,1,0,95,78,BENIGN
2.25,TCP,46,145,S0,1,0,0,61,2,BENIGN
1.01,ICMP,119,536,S0,0,0,0,65,24,BENIGN
0.95,UDP,175,763,SF,0,0,0,58,10,Botnet
0.07,ICMP,64,202,REJ,0,0,0,27,42,BENIGN
0.73,TCP,179,391,SF,0,0,0,66,6,DoS
0.16,TCP,51,141,SF,0,0,0,45,3,BENIGN
1.34,ICMP,245,51,SF,0,0,0,40,62,Infiltration
0.72,UDP,326,264,SF,0,0,0,61,34,BENIGN
1.14,TCP,19,65,RSTO,1,0,0,41,90,BENIGN
0.04,UDP,614,183,REJ,0,0,0,74,74,Botnet
0.09,UDP,61,618,REJ,0,0,0,88,38,BENIGN
1.26,ICMP,76,26,S0,0,2,0,84,54,BruteForce
0.07,TCP,324,9,SF,0,1,0,42,85,BENIGN
0.07,ICMP,189,279,S0,0,1,0,62,25,PortScan
0.01,TCP,207,120,REJ,0,0,0,80,66,DoS
3.14,ICMP,41,162,REJ,0,0,0,38,36,BENIGN
1.34,TCP,491,156,S0,0,1,0,60,65,BENIGN
0.44,TCP,287,27,REJ,0,0,0,49,44,BENIGN
0.35,TCP,43,1,REJ,0,0,0,18,36,BENIGN
0.43,UDP,140,686,RSTO,0,0,0,99,44,BENIGN
1.49,UDP,498,73,SF,0,0,0,94,88,BENIGN
1.08,ICMP,252,166,SF,0,0,0,5,74,BENIGN
0.2,ICMP,34,1071,REJ,0,0,0,11,35,BENIGN
0.19,TCP,139,525,REJ,0,0,0,4,60,PortScan
0.1,TCP,83,34,RSTO,0,1,0,61,86,BENIGN
1.08,UDP,218,213,S0,0,0,0,75,47,BENIGN
1.45,UDP,556,392,RSTO,0,0,0,12,98,BENIGN
0.31,UDP,171,359,RSTO,0,0,0,49,96,BENIGN
0.02,ICMP,170,429,S0,0,1,0,28,16,PortScan
0.09,UDP,707,183,REJ,0,0,0,90,94,BENIGN
3.44,ICMP,257,58,SF,0,0,1,34,36,BENIGN
0.35,UDP,250,187,RSTO,0,0,0,56,59,BruteForce
1.47,UDP,91,313,RSTO,0,1,1,65,61,BruteForce
0.98,TCP,280,281,SF,0,1,0,6,95,BENIGN
0.48,ICMP,257,21,RSTO,0,0,0,33,94,PortScan
0.23,UDP,151,20,S0,0,1,0,47,69,PortScan
0.13,TCP,1403,1007,SF,0,0,0,24,88,BENIGN
0.95,ICMP,640,49,SF,0,0,0,34,46,BENIGN
1.49,ICMP,415,104,S0,0,0,0,72,91,Botnet
1.03,UDP,231,437,S0,0,0,0,16,14,BENIGN
0.76,ICMP,186,158,SF,0,1,0,80,77,DoS
0.04,TCP,61,60,S0,0,0,1,16,20,BENIGN
3.46,TCP,109,188,RSTO,0,0,0,98,28,BENIGN
1.6,ICMP,446,252,REJ,0,0,0,84,6,PortScan
0.35,TCP,181,180,RSTO,1,0,0,14,73,DoS
3.91,ICMP,641,753,S0,0,0,0,59,22,DoS
0.92,TCP,48,100,RSTO,0,0,0,62,87,BENIGN
0.87,ICMP,212,324,REJ,0,0,0,90,8,BruteForce
1.38,ICMP,312,35,REJ,0,0,0,66,1,BENIGN
1.67,ICMP,218,149,REJ,0,0,0,19,71,BruteForce
1.07,TCP,660,405,S0,0,0,0,61,61,BENIGN
0.14,ICMP,1368,76,S0,0,0,0,66,61,BENIGN
0.41,ICMP,36,267,S0,0,0,0,26,76,BENIGN
2.63,UDP,41,49,REJ,0,0,0,89,39,BENIGN
0.25,UDP,41,32,S0,0,0,0,49,81,DoS
0.47,ICMP,342,222,SF,0,1,0,19,50,BENIGN
0.57,UDP,139,337,RSTO,0,0,0,49,80,BENIGN
0.58,ICMP,396,36,RSTO,0,0,0,81,68,BruteForce
0.95,UDP,155,749,SF,0,0,0,30,9,BENIGN
2.87,TCP,296,76,S0,0,0,0,76,9,PortScan
0.28,TCP,440,38,RSTO,0,0,0,57,91,BENIGN
0.13,ICMP,238,67,REJ,0,0,0,85,76,BENIGN
0.22,ICMP,232,55,RSTO,0,1,0,36,34,BENIGN
2.18,TCP,27,28,RSTO,0,0,0,40,23,BENIGN
1.04,TCP,158,479,RSTO,0,0,0,28,99,Infiltration
0.34,UDP,236,205,S0,0,0,0,97,9,BENIGN
1.69,ICMP,185,147,SF,0,0,0,46,77,BENIGN
1.98,TCP,693,902,RSTO,1,0,0,73,50,BENIGN
1.87,TCP,711,139,REJ,0,0,0,82,58,BENIGN
2.51,ICMP,517,54,RSTO,0,0,0,88,43,BENIGN
0.29,UDP,141,96,S0,0,0,0,32,2,DoS
1.41,UDP,379,81,S0,0,0,1,87,66,BENIGN
0.62,UDP,150,207,REJ,0,0,0,58,29,BENIGN
1.85,UDP,79,103,RSTO,0,1,0,76,45,BENIGN
1.3,TCP,125,217,RSTO,0,1,0,98,57,DoS
1.5,ICMP,22,331,REJ,0,0,0,26,22,PortScan
1.07,ICMP,120,450,SF,0,0,0,70,43,DoS
0.2,TCP,185,371,S0,0,1,0,69,85,BENIGN
0.79,TCP,933,69,SF,0,0,0,87,59,BENIGN
4.18,TCP,112,36,SF,0,0,0,50,6,BENIGN
2.77,ICMP,698,234,RSTO,0,2,0,79,57,BENIGN
0.04,ICMP,77,66,REJ,0,0,1,32,28,BENIGN
0.18,ICMP,63,26,S0,0,0,0,58,80,BENIGN
0.14,UDP,219,224,SF,0,0,0,64,1,Botnet
1.29,TCP,334,118,SF,0,1,0,77,23,BENIGN
1.7,TCP,13,423,RSTO,0,0,0,28,8,BruteForce
0.24,TCP,74,113,RSTO,0,0,0,97,61,BENIGN
0.7,ICMP,182,1154,RSTO,0,0,0,72,72,DoS
1.84,TCP,120,426,REJ,0,0,0,80,1,PortScan
1.32,TCP,374,17,S0,0,0,0,39,11,BENIGN
0.78,UDP,214,213,S0,0,0,0,96,8,BENIGN
0.89,ICMP,52,248,RSTO,0,0,1,80,51,Botnet
0.71,TCP,674,356,SF,0,0,0,45,31,BENIGN
0.35,ICMP,103,206,RSTO,0,0,0,13,36,BENIGN
0.83,ICMP,394,198,RSTO,1,1,0,20,72,BENIGN
1.17,ICMP,454,137,REJ,0,1,0,58,88,PortScan
2.07,UDP,990,95,RSTO,0,0,0,19,91,BENIGN
1.01,ICMP,207,876,S0,0,0,0,75,29,PortScan
1.43,ICMP,287,114,RSTO,0,0,0,91,82,BENIGN
0.17,ICMP,122,19,S0,0,1,0,80,73,BENIGN
0.62,TCP,340,54,SF,0,0,0,9,36,BENIGN
0.01,UDP,186,584,S0,0,0,0,77,38,BENIGN
0.28,TCP,172,265,S0,0,0,0,19,78,BENIGN
1.3,UDP,580,452,RSTO,0,0,0,94,13,DoS
4.8,UDP,15,496,S0,0,0,2,55,40,BENIGN
0.1,ICMP,641,519,S0,0,0,1,39,52,BENIGN
0.51,ICMP,573,239,SF,0,0,0,17,24,BruteForce
1.61,TCP,211,58,S0,0,0,0,62,61,BENIGN
0.23,UDP,202,48,S0,0,0,0,94,78,DoS
0.81,ICMP,134,255,RSTO,0,0,0,93,72,BENIGN
1.32,ICMP,1543,136,REJ,0,1,0,60,12,BENIGN
0.96,ICMP,35,244,RSTO,0,0,0,42,52,DoS
0.21,ICMP,267,207,SF,0,1,0,2,95,BENIGN
0.44,TCP,343,276,RSTO,0,0,0,50,98,BENIGN
1.53,TCP,816,9,S0,0,0,0,67,85,BENIGN
0.81,ICMP,454,10,REJ,0,0,0,20,4,BruteForce
0.01,ICMP,309,383,RSTO,0,0,2,1,11,BENIGN
1.43,ICMP,37,64,RSTO,0,1,0,5,56,PortScan
0.04,ICMP,140,316,SF,1,1,0,97,7,BENIGN
1.37,ICMP,44,237,S0,0,0,0,39,55,BENIGN
0.23,UDP,639,1201,RSTO,0,0,0,87,76,BENIGN
3.17,UDP,415,541,RSTO,0,0,0,18,63,DoS
0.46,UDP,425,159,REJ,0,0,0,68,5,BENIGN
0.4,UDP,316,287,SF,0,1,0,97,3,BENIGN
0.16,ICMP,212,37,S0,1,0,0,90,96,BENIGN
0.36,UDP,48,146,RSTO,0,1,0,22,64,BruteForce
2.09,UDP,120,397,REJ,0,0,1,30,99,BENIGN
5.61,TCP,44,292,RSTO,0,0,0,90,12,BENIGN
0.46,UDP,387,198,RSTO,0,0,0,1,94,BENIGN
0.6,UDP,52,58,SF,0,0,0,70,33,DoS
1.28,ICMP,363,487,REJ,0,0,0,81,40,PortScan
2.17,UDP,353,95,REJ,0,0,0,95,41,BENIGN
0.9,UDP,184,515,S0,0,0,0,51,3,BENIGN
0.5,ICMP,43,283,RSTO,0,1,0,68,26,DoS
0.53,UDP,113,139,REJ,0,0,0,74,38,Botnet
1.19,ICMP,115,12,RSTO,1,0,0,61,34,BENIGN
0.0,UDP,361,79,RSTO,0,0,0,48,67,BENIGN
0.97,TCP,36,659,S0,0,0,0,53,78,BENIGN
0.44,TCP,529,511,S0,0,0,1,34,14,BENIGN
1.58,UDP,429,256,REJ,0,1,0,86,81,BENIGN
0.1,TCP,61,188,RSTO,0,0,0,86,79,Botnet
0.89,ICMP,380,312,REJ,0,0,0,7,12,PortScan
0.66,UDP,331,188,RSTO,0,0,0,39,39,BENIGN
1.03,ICMP,413,310,REJ,0,0,0,37,94,BENIGN
0.07,TCP,62,110,REJ,0,1,0,63,62,BENIGN
